艾玛·罗伯茨/Joanne Baron/瑞切尔·蕾·库克/麦克斯·泰瑞奥/乔什·佛雷特,1035675/*/1027150/1027235/1049971
Joel Rinne/Elina Pohjanpää/Matti Ranin/Leo Riuttu/Leo Jokela/叶琳娜·萨罗/马蒂·奥拉维斯托/Pentti Siimes/Saara Ranin/Leevi Kuuranne/Jussi Jurkka/Aino Mantsas/Arvo Lehesmaa/Risto Mäkelä/Toivo Mäkelä,1145001/1131130/1146848/1147456/1106900/1148174/1128043/1140491/1137783/1113563/1102501/1039154/1105282/1129804/1136353
菅野美穗/平冈佑太/塚地武雅/小池荣子/草刈正雄/泽村一树,1023474/1051144/1038649/1042245/1051534/1012897
NotDefined,NotDefined
本尼迪克特·康伯巴奇/马丁·弗瑞曼/鲁珀特·格雷夫斯/安德鲁·斯科特/马克·加蒂斯/尤娜·斯塔布斯/拉腊·普尔弗/凯瑟琳·帕金森/拉塞尔·托维/阿米莉亚·布摩/伊恩·哈拉德,1009405/1049612/1009379/1274365/1027973/1160302/1267074/1274332/1040712/1005073/1221488
本尼迪克特·康伯巴奇/马丁·弗瑞曼/鲁珀特·格雷夫斯/马克·加蒂斯/拉腊·普尔弗/尤娜·斯塔布斯/露易丝·布瑞丽/拉斯·米克尔森/阿曼达·阿宾顿/安德鲁·斯科特/琳赛·邓肯/蒂莫西·卡尔顿/婉妲·泛森,1009405/1049612/1009379/1027973/1267074/1160302/1315427/1045177/1317528/1274365/1040635/1318732/1153729
本尼迪克特·康伯巴奇/马丁·弗瑞曼/安德鲁·斯科特/鲁珀特·格雷夫斯/尤娜·斯塔布斯/露易丝·布瑞丽/马克·加蒂斯/阿曼达·阿宾顿/托比·琼斯/琳赛·邓肯/珊·布鲁克/玛西娅·沃伦,1009405/1049612/1274365/1009379/1160302/1315427/1027973/1317528/1107884/1040635/1359973/1328489
本尼迪克特·康伯巴奇/马丁·弗瑞曼/鲁珀特·格雷夫斯/安德鲁·斯科特/马克·加蒂斯/尤娜·斯塔布斯/露易丝·布瑞丽/菲尔·戴维斯,1009405/1049612/1009379/1274365/1027973/1160302/1315427/1025337
本尼迪克特·康伯巴奇/马丁·弗瑞曼/鲁珀特·格雷夫斯,1009405/1049612/1009379
本尼迪克特·康伯巴奇/马丁·弗瑞曼/鲁珀特·格雷夫斯/乔纳森·阿里斯,1009405/1049612/1009379/1313128
本尼迪克特·康伯巴奇/马丁·弗瑞曼/尤娜·斯塔布斯/鲁珀特·格雷夫斯/马克·加蒂斯/安德鲁·斯科特/露易丝·布瑞丽/阿曼达·阿宾顿/乔纳森·阿里斯/亚斯明·阿克拉姆/大卫·内尔斯特/凯瑟琳·麦克马克/蒂姆·麦克纳尼/娜塔莎·奥基弗/杰拉尔德·基德,1009405/1049612/1160302/1009379/1027973/1274365/1315427/1317528/1313128/1353826/1353850/1013882/1049860/1315825/1353851
本尼迪克特·康伯巴奇/马丁·弗瑞曼/阿曼达·阿宾顿/拉斯·米克尔森/琳赛·邓肯,1009405/1049612/1317528/1045177/1040635
许冠文/许冠英/梅艳芳/胡慧中/乔宏,1050534/1023727/1047976/1045813/1032432
美野真琴/岸野萌圆/泽木美伊子/麻生兔,*/*/*/*
程天赐/赵国/白彪/艾飞/顾冠忠,*/*/*/*/1035898
王宝强/曾志伟/曹议文/葛蕾,1274388/1002862/1318258/1318259
哥德昂·布克哈德/娜塔莉·爱娃隆/Rolf Kanies/米歇尔·门德尔/约翰·弗里德曼/凯瑟琳·弗莱明/古德伦·朗德格里比/凯·维辛格/迈克尔·布兰德纳/Mark Zak,1009397/1166578/*/1123640/1023525/1008102/1019310/1000984/1005977/*
Moon Dailly/Claire Thill/Lauren Ashley Carter/Jacob Rosenbaum,*/*/*/*
NotDefined,NotDefined
黎明/舒淇/陈小春/李灿森/郑雪儿/尹子维/龙刚/杜德伟/王合喜,1036978/1138320/1075760/1028522/1037606/1045571/*/1006852/1008281
Val Kilmer/Ethan Hawke,*/*
罗伯特·雷德福/乔治·席格/罗恩·雷布曼,1053617/1007046/1118777
郑浩南 / 陈观泰,*
查宁·塔图姆/丹尼尔·克雷格/亚当·德赖弗/塞巴斯蒂安·斯坦/丽莉·克亚芙/希拉里·斯万克/塞思·麦克法兰/凯瑟琳·沃特斯顿/大卫·丹曼/杰克·奎德/布莱恩·格里森/吉姆·奥希尔/法拉·麦肯齐/布登·约翰斯顿/萨顿·约翰斯顿,1031224/1025175/1322327/1021985/1237039/1054411/1041123/1316589/1087098/1321661/1227388/1137248/1379636/1379637/1379638
吴耀汉/缪骞人/乔宏/卢海鹏,1037408/1023743/1032432/1038772
史蒂夫·卡瑞尔/杰森·席格尔/拉塞尔·布兰德/朱莉·安德鲁斯/威尔·阿奈特/克里斯汀·韦格/米兰达·卡斯格拉夫/达纳·盖尔/艾尔西·费舍尔/皮埃尔·科凡/克里斯·雷纳德/杰梅奈·克莱门特/杰克·麦克布瑞尔/丹尼·麦克布莱德/敏迪·卡灵/罗布·许贝尔/肯·道里欧/郑肯,1054391/1013759/1017888/1041081/1044709/1022588/1044716/1313064/1313065/1313061/1295449/1013808/1018002/1013797/1009334/1174693/1313062/1275017
史蒂夫·卡瑞尔/克里斯汀·韦格/本杰明·布拉特/米兰达·卡斯格拉夫/拉塞尔·布兰德/郑肯/史蒂夫·库根/艾尔西·费舍尔/达纳·盖尔/莫伊塞斯·阿里亚斯/纳西姆·帕杜雷德/克里斯汀·沙尔/皮埃尔·科凡/克里斯·雷纳德/尼科莱·斯托伊洛夫/瓦妮莎·贝尔,1054391/1022588/1036383/1044716/1017888/1275017/1027820/1313065/1313064/1244528/1199058/1214358/1313061/1295449/1336761/1316694
史蒂夫·卡瑞尔/克里斯汀·韦格/崔·帕克/米兰达·卡斯格拉夫/达纳·盖尔/内芙·沙雷尔/皮埃尔·科凡/史蒂夫·库根/朱莉·安德鲁斯/珍妮·斯蕾特/迈克尔·贝亚蒂/安迪·尼曼/阿德里安·奇斯卡托/布莱恩·T·德莱尼/肯·道里欧,1054391/1022588/1027229/1044716/1313064/1376632/1313061/1027820/1041081/1230973/1350431/1000299/1376633/1206163/1313062
伊莎贝拉·罗西里尼/Camille De Pazzis/布尔格哈特·克劳斯纳/费德贾·范·胡艾特/Erwin Bozzolini/Eric Larcin/Dani Stauder/Thomas Simon/Jessica Zeylmaker,1019046/*/1050334/1104350/*/*/1271611/*/*
雪莉·麦克雷恩/迈克尔·凯恩/赫伯特·罗姆/Roger C. Carmel,1048130/1054509/1049875/1068452
卡梅隆·迪亚兹/科林·费尔斯/艾伦·瑞克曼/斯坦利·图齐/克劳斯·利特曼/汤姆·康特奈,1054422/1031223/1025153/1040517/1054348/1032222
元彪/朱茵/徐锦江,1163752/1041734/1028828
刘忠良/高飞/孙越/董玮/唐宝云,1048446/1321599/1153398/1299617/1314808
刘忠良/黄正利/黄一龙/元彪/元奎/叶飞扬/高飞/徐虾/曹健/路易士/乾德门/蔡富贵/柯尔/王嘉嘉,1048446/1037123/*/1163752/1289150/*/1321599/1330743/1069092/*/1313950/*/*/*
亨弗莱·鲍嘉/泽罗·莫斯苔/特·德·科若/埃弗雷特·斯隆/罗伊·罗伯茨/迈克尔·托兰/King Donovan/Bob Steele/Adelaide Klein/唐·贝多/Tito Vuolo/John Kellogg/Jack Lambert,1047982/1032227/1083692/1159705/1032406/1037128/1007204/1154607/1103499/1062411/1166385/1113347/1111818
下屋则子/川澄绫子/能登麻美子/野中蓝,*/*/*/*
阮安妮/張芳遠/張芳華/嘉義新麗美歌劇團,*/*/*/*
冯淬帆/刘雪华/孙兴/季芹,1274503/1228553/1150721/1313363
蓝正龙/关颖/阮经天/王宇婕/陆弈静/陈慕义,*/*/1259866/1019683/1290389/1331895
NotDefined,NotDefined
NotDefined,NotDefined
汤姆·佩恩/斯特兰·斯卡斯加德/奥利维埃·马丁内斯/爱玛·里格比/埃利亚斯·穆巴里克/法赫里·亚迪姆/迈克尔·马库斯/本·金斯利/斯坦利·汤森德,1036764/1017918/1013938/1028286/1018334/1335439/1335779/1054393/1336320
葛典玉/韩冰/徐静之,*/*/*
李保田/杜雨露/沈傲君/梁丽/吴军/徐连生/陈继铭,1038193/1313874/1198257/1322723/1274736/1322724/1318452
李保田/金玉婷/吴军/王晓晨,1038193/1314112/1274736/1316344
John Phillip Law/Don Stroud/Barry Primus,*/*/*
周润发/张午郎/黄杏秀/刘慧茹,*/*/*/1346502
胡慧中/冯淬帆/吴君如/惠英红/罗美薇/叶子楣/楼南光/黄锦燊/刘玉婷/火星/梁韵蕊/张耀华/简慧真/卢惠光/陈佩珊,1045813/1274503/1127819/1016847/1116805/1018379/1289501/1037445/1109767/1033056/1353901/1370106/1014977/1032633/1316973
范·迪塞尔/菲丝·福德/布兰特妮·斯诺/劳伦·格拉汉姆/麦克斯·泰瑞奥,1041020/1049811/1031845/1031803/1027235
史蒂夫·马丁/切维·切斯/马丁·肖特,1022595/1027167/1002740
吴耀汉/岑建勋/叶德娴,*/*/*
元彪/卢冠廷/陆小芬,1163752/*/*
伯特·雷诺兹/维托里奥·加斯曼/布耐恩·凯斯/查尔斯·德恩/厄尔·霍利曼/达利尔·海克曼/雷切尔·沃德/比尔·努恩,*/*/*/*/*/*/*/*
David Jason/Terry Scott,*/*
简·伯金/多米尼克·拉冯纳特/宝丽娜·拉芳,1036641/1048449/1001001
尼古拉·科斯特-瓦尔道/布伦顿·思韦茨/杰拉德·巴特勒/查德维克·博斯曼/艾洛蒂·袁/考特尼·伊顿/卢夫斯·塞维尔/杰弗里·拉什/布莱恩·布朗/瑞切尔·布莱克/艾玛·布斯/戈兰·D·克鲁特/阿比·丽/布鲁斯·斯宾斯/罗宾·奈文,1076051/1325896/1040500/1327680/1032370/1341732/1041126/1010543/1013730/1278756/1303817/1336258/1262105/1049682/1134526
陆昱霖/李佳桐/任山,*/*/*
孟飞/潘迎紫/吴元俊,*/*/*
金智柳/朴赫洞/金大兴,*/*/*
安东尼·博金斯/让娜·莫罗/奥逊·威尔斯/罗密·施奈德,1000184/1007066/1048149/1027907
新高恵子/大野進/蘭妖子/有栖川志栖子/佐々田季司/小竹信節,1313580/*/*/*/*/*
Therese Affolter/Peter Danzelsen/Hans Kremer,*/*/*
Peter Finch/John Fraser,*/*
Ted Olson/达斯汀·兰斯·布莱克/大卫·博伊斯/Chad Griffin/Kristina Schake/Katherine K. Young,1213771/1278722/1212151/*/*/*
NotDefined,NotDefined
Richard Christensen/Christian Engelstoft/Hallander Helleman,*/*/*
北山宏光/佐藤二朗/戸次重幸,*/*/*
Channing Pollock/Francine Bergé,*/*
朱虹/高远/鲍方,*/*/*
周星驰/梅艳芳/吴家丽/吴孟达/秦沛/梁家仁/苑琼丹/黄一飞/朱咪咪,1048026/1047976/1274241/1016771/1048476/1008125/1274445/1301215/1275715
黄光亮/关咏荷/陈妙瑛,*/*/*
克里斯提娜·杨达/安德烈·查度夫/扬努斯·加约斯/阿格涅丝卡·霍兰/安娜·罗曼拖拉斯卡/Bozena Dykiel/奥尔基尔德·鲁卡斯瑟维克茨/Tomasz Dedek/Jan Jurewicz/Jaroslaw Kopaczewski/Zofia Balucka/Arkadiusz Bazak/Krzysztof Gosztyla/Antonina Girycz/O. Jasinska,1037309/1090834/1101431/1036838/1141018/1084612/1115312/1087895/1112997/1103242/1228271/1066047/1100820/1095090/*
艾吉/朱莉娅·本森/艾丽卡·卡罗尔/C.J. Perry/Mitchell Kummen/帕特里克·萨邦圭/Michael Rogers/Fraser Corbett/Jana Mitsoula/Sienna Bohn/Bob Frazer/Devielle Johnson/艾德里安·佩特里/Mike Kovac/Zachary Gulka,1078613/1334872/1345000/1337695/1349835/1014383/*/1239370/*/*/1085204/*/1209252/*/*
沙溢/陈瑾/曹炳琨/韩童生/张佳宁/于越/赵龙豪/张会中/高斯/田璐,1274648/1309215/1313383/1274722/1315030/1319038/1314629/*/*/*
朱世慧/万琼/王国光/胡为之,*/*/*/*
Turo Pajala/Susanna Haavisto/马蒂·佩龙帕,1135693/1101357/1000978
翠西亚·希弗/布莱恩·范·霍尔特/Brandon P Bell/安德里亚·罗斯/瑞安·罗宾斯,1000058/1010596/1267026/1138362/1321434
加朗斯·马里利埃/艾拉·朗夫/拉巴·纳伊·乌费拉/洛朗·吕卡/乔安娜·普莱斯/伯利·兰内尔/玛丽安·费尔努/让-路易·斯比尔/维吉尔·勒克莱尔/贝兰奇尔·麦克尼斯,1368368/1368614/1341719/1013704/1325754/1048406/1010933/1370695/1352961/1338535
哀川翔/竹内力/寺岛进/小沢仁志/鹤见辰吾,1019318/1016901/1041631/*/1017055
朱莉·本茨/梅西·麦克利/卡特·詹金斯/丽莎·帕里坎/迈克尔·纳德利/凯文·谢里丹/扎卡里·詹姆斯·鲁卡维纳/乔尔迪·维拉斯索/迈克尔·麦克拉法提,1044710/1307572/1049538/1009623/1324125/1005165/1351056/1159792/1117282
小日向文世/深津绘里/泉泽祐希/葵若菜/时任三郎/藤原纪香/大野拓朗/志尊淳/渡边绘里/宅麻伸/柄本明/大地康雄,1009219/1014844/1315238/1046991/1007548/1009922/1313636/1322296/1016983/1325686/1042056/1039020
乔恩·福斯特/萨米拉·阿姆斯特朗/弗朗基·穆尼兹/索菲亚·布什/米洛·文堤米利亚,1022654/1040547/1036343/1009254/1009262
陈小艺/宋春丽/薛白/刘佩琦,*/*/*/1274585
中谷美纪/三浦贵大/片桐入/黑木华/杉咲花/中尾美枝/伊武雅刀/余贵美子,1014478/1315155/1015257/1327137/1318811/1020958/1003500/1048388
Tom Bresnahan/Cynthia Preston/David Gale,*/*/*
陈小春/李灿森/张锦程/黎耀祥/汤盈盈/黎淑贤/邹凯光,1075760/1028522/*/1274440/1150279/*/1275121
冯德伦/李灿森/陈蕙明/陈炜/黎骏/许绍雄/吴志雄/梁焯满,1023278/1028522/*/1042796/*/1274449/*/1037858
米拉·乔沃维奇/米歇尔·罗德里格兹/科林·萨蒙/埃里克·马比斯/詹姆斯·鲍弗,1025154/1025174/1314721/1044914/1017920
保罗·默西埃/Alyson Court/劳拉·贝莉/罗杰·克莱格·史密斯/克里斯平·弗里曼/Michelle Ruff/迈克尔·索里奇/Salli Saffioti/玛丽·伊丽莎白·麦格林/史蒂夫·布卢姆/Michael McConnohie/Kirk Thornton,1308136/1074144/1191469/1185863/1007126/1139744/1157078/*/1027970/1064164/1121961/1159544
艾琳·卡希尔/达林·德·保罗/布莱恩·T·德莱尼/约翰·德米塔/凯文·多曼/杰森·范特/阿里夫·S·金成/玛丽·伊丽莎白·麦格林/马修·默瑟/托尼·奥立佛/阿尼·潘托哈/亚历山大·博林斯基/凯伦·斯特拉斯曼,1073402/1364414/1206163/1081536/1371093/1085703/1107072/1027970/1242230/1048375/1377021/1127380/1339064
米拉·乔沃维奇/伊恩·格雷/艾丽·拉特/鲁比·罗丝/李准基/肖恩·罗伯茨/威廉·莱维/欧文·马肯/罗拉/艾尔·安德森/密尔顿·施尔/西沃恩·霍奇森/凯文·奥托/保罗·汉普赛尔,1025154/1009367/1018978/1344655/1205325/1144860/1255126/1313436/1367801/1367802/1367803/1367804/1348272/1346348
马修·默瑟/Dave Wittenberg/柯特奈·泰勒/Val Tasso/罗宾·萨奇斯/Wendee Lee/Salli Saffioti,1242230/1192728/1185556/1048452/1140065/1031827/*
米拉·乔沃维奇/西耶娜·盖尔利/奥德·菲尔/托马斯·克莱舒曼/索菲·瓦瓦塞尔/何家蓓,1025154/1031810/1036387/1049595/1303098/1040704
米拉·乔沃维奇/奥德·菲尔/伊恩·格雷/艾丽·拉特/亚香缇,1025154/1036387/1009367/1018978/1027312
米拉·乔沃维奇/艾丽·拉特/温特沃斯·米勒/西耶娜·盖尔利/波瑞斯·科乔/肖恩·罗伯茨/金·寇兹/史宾塞·洛克/凯茜·克拉克,1025154/1018978/1041028/1031810/1031959/1144860/1013818/1049578/1064206
米拉·乔沃维奇/米歇尔·罗德里格兹/西耶娜·盖尔利/李冰冰/凯文·杜兰/奥德·菲尔/肖恩·罗伯茨/科林·萨蒙/中岛美嘉/波瑞斯·科乔/阿娅娜·恩吉妮尔,1025154/1025174/1031810/1040990/1013790/1036387/1144860/1314721/1047987/1031959/1031924
钱小豪/楼南光/吴耀汉/胡向真/刘佳佳/罗天池,1005415/1289501/1037408/1379513/1319475/1353701
NotDefined,NotDefined
欧文·萨斯金德/罗恩·萨斯金德/乔纳森·弗里曼/吉尔伯特·戈特弗雷德/艾伦·罗森布拉特,1368600/1368598/1004935/1094107/1368599
艾米·舒默/比尔·哈德尔/勒布朗·詹姆斯/蒂尔达·斯文顿/约翰·塞纳/丹尼尔·雷德克里夫/玛丽莎·托梅/布丽·拉尔森/瓦妮莎·贝尔/埃兹拉·米勒/兰道尔·朴/乔·格拉瑟/马修·布罗德里克/柯林·奎恩/迈克·比尔比利亚/马索·曼恩,1318507/1017902/1016622/1025152/1044883/1003484/1047974/1027194/1316694/1313037/1345622/1018389/1000045/1018220/1183592/1002776
吉姆·帕森斯/约翰尼·盖尔克奇/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/莎拉·吉尔伯特/克里斯汀·芭伦斯基/凯文·苏斯曼/乔迪·琳·欧基菲/凯缇·萨克霍夫/詹姆斯·洪/马克·哈雷利克,1000004/1044725/1036309/1036349/1044886/1004618/1048137/1036570/1027174/1000063/1031824/1092374
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/梅丽莎·劳奇/凯文·苏斯曼/克里斯汀·芭伦斯基/朱迪·格雷尔/约书亚·马林纳/威尔·惠顿/翠西亚·希弗,1044725/1000004/1036309/1036349/1044886/1274987/1036570/1048137/1009256/1123776/1025181/1000058
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/Gregory Allen Gabroy/梅丽莎·劳奇/阿尔蒂·曼/威尔·惠顿/武井乔治,1044725/1000004/1036309/1036349/1044886/1063054/*/1274987/1328903/1025181/1002752
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/阿尔蒂·曼/梅丽莎·劳奇,1044725/1000004/1036309/1036349/1044886/1063054/1328903/1274987
吉姆·帕森斯/约翰尼·盖尔克奇/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/莎拉·吉尔伯特/DJ·考尔斯/考特尼·海根勒/莎拉尤·拉奧/布鲁克·朵赛/Brian Wade/马克·哈雷利克,1000004/1044725/1036309/1036349/1044886/1004618/1017958/1319156/1326670/1004711/1213804/1092374
吉姆·帕森斯/约翰尼·盖尔克奇/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/梅丽莎·劳奇/比利·鲍伯·松顿/凯文·苏斯曼 Kevin Sussman/雷吉娜·金/布莱恩·乔治/劳拉·斯宾塞/威尔·惠顿/劳里·梅特卡夫/克里斯汀·芭伦斯基,1000004/1044725/1036309/1036349/1044886/1063054/1274987/1025200/*/1013843/1054464/1339677/1025181/1121650/1048137
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/梅丽莎·劳奇/马伊姆·拜力克/凯文·苏斯曼/劳拉·斯宾塞,1044725/1000004/1036309/1036349/1044886/1274987/1063054/1036570/1339677
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/梅丽莎·劳奇/玛尔戈·哈什曼/雷吉娜·金/威尔·惠顿/凯文·苏斯曼/凯特 米库契,1044725/1000004/1036309/1036349/1044886/1063054/1274987/1031920/1013843/1025181/1036570/1242167
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/梅丽莎·劳奇/威尔·惠顿/凯文·苏斯曼/克里斯汀·芭伦斯基,1044725/1000004/1036309/1036349/1044886/1063054/1274987/1025181/1036570/1048137
约翰尼·盖尔克奇/吉姆·帕森斯/凯莉·库柯/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/梅丽莎·劳奇/凯文·苏斯曼,1044725/1000004/1036309/1036349/1044886/1063054/1274987/1036570
吉姆·帕森斯/凯莉·库柯/约翰尼·盖尔克奇/西蒙·赫尔伯格/昆瑙·内亚/马伊姆·拜力克/梅丽莎·劳奇,1000004/1036309/1044725/1036349/1044886/1063054/1274987
史钟麒/冷眉/项堃,*/1331334/1016040
金相庆/秋相美/艺智苑/安吉江,1019425/1314333/1006269/*
Irene Dunne/Douglas Fairbanks Jr.,*/*
伊万·彼列维捷夫/奥尔加·阿罗谢娃/维克多·阿夫久什科/叶夫根尼·维斯尼克/尼古拉·帕尔菲奥诺夫/Irina Aktasheva/Valentina Ananyina,1134136/1056264/1017209/1017288/1131551/1030380/1059588
Georges Méliès,*
詹姆斯·斯图尔特/唐娜·里德/莱昂纳尔·巴里摩尔/托马斯·米切尔/亨利·崔佛斯,1048136/1004756/1048220/1124117/1153214
魏晓波,1316217
百克力,*
相叶雅纪/松本润/二宫和也/大野智/樱井翔,1014946/1050319/1018351/1233486/1178655
大野智/樱井翔/相叶雅纪/二宫和也/松本润,1233486/1178655/1014946/1018351/1050319
相叶雅纪/松本润/二宫和也/大野智/樱井翔/水川麻美/上岛龙兵/松原智惠子/秋山菜津子/井之原快彦/小林一英/小林令門/绪方义博/宫地真绪/優紀/谷川功/屋良学/近江谷太朗/半海一晃/上地春奈/エスター・シリム/越村公一,1014946/1050319/1018351/1233486/1178655/1023587/1212549/1015216/1341461/1046783/*/*/1316641/1275350/*/*/*/1312791/1314510/1343741/*/*
闫妮/胡歌/果靖霖/刘敏/杨昆/王诗槐/吕凉/方芳/韩雯雯/马德钟,1274496/1274477/1274914/1275658/1315663/1313725/1313278/1313519/*/1218349
米歇尔·皮科利/罗密·施奈德,1016618/1027907
艾丽·肯德里克/大卫·特洛夫顿/Jack Holden/Joe Blakemore,1315874/1154097/*/*
冯巩/姜宏波/巩汉林/方青平/徐岑子/贾玲/白凯南/秦焰,1274535/1274900/1274636/*/1342926/1328769/1325322/1318605
谢尔盖·马科韦茨基/安娜·米哈尔科娃/亚历山大·巴鲁耶夫/Evgeniy Dyatlov/Lika Nifontova,1119619/1318611/1062224/*/*
Hera Hilmar/Thor Kristjansson/Ingvar Þórðarson,*/*/*
Geoffrey Best/Omar Chambati/Robert Cheetham,*/*/*
顾兰君/王征信/顾梅君/龚稼农/尤光照,*/*/*/1036006/*
梁小龙/黄元申/胡锦,*/*/*
李家福/夏锦菊/陈小凤/曾宪春,1365920/1365921/1365922/1365923
吴乙峰/James C. Liu,*/*
戴维·阿滕伯勒/道格·艾伦/Jonathan Smith/奥普拉·温弗瑞,1045102/1303188/*/1004653
岡譲二/原節子,*/*
勅使河原蒼風,*
新垣结衣,1018562
Peter Brogle/Wolfgang Stumpf/Florian Fricke/Athina Zacharopoulou/Wolfgang von Ungern-Sternberg,1070873/1155955/1084312/*/*
黄意鳞/党启锡/王志杰/杨惠珍/陈坪,*/*/*/*/*
萨尔玛·海耶克/吉列尔莫·托莱多/何塞·莫塔/布兰卡·波蒂略/卡罗琳娜·邦/费尔南多·特赫罗,1047986/1018528/1173805/1018374/1267357/1032653
戴维·阿滕伯勒,1045102
Franciszek Pieczka/马里斯斯·德莫乔斯基/杰基·斯图尔/Jan Skotnicki/Stanislaw Igar,1135094/1085431/1002957/1150921/1106864
伊娃·达尔贝克/英里德·图林/毕比·安德松,1033225/1005075/1041278
布莱恩·考克斯,1314687
戴维·阿滕伯勒,1045102
马诺伊洛维奇/Bojan Navojec/Ksenija Marinkovic/Daria Lorenci/Natasa Dorcic,1117418/1132124/1123813/1214863/1089784
NotDefined,NotDefined
Nargess Mamizadeh/Maryiam Palvin Almani/Mojgan Faramarzi,*/*/*
艾比·考尼什/Lynette Curran/萨姆·沃辛顿,1040985/*/1000147
戴维·阿滕伯勒,*
卡莉斯塔·弗洛克哈特/Christine Jones/约翰·库宁汉姆/朱迪·库恩/托芙·菲尔德舒,1040499/*/1010765/1114063/1016713
雅艾尔·阿贝卡西斯/罗什迪·泽姆/Moshe Agazai/Moshe Abebe/Sirak M. Sabahat,1010031/1028097/*/*/1187044
Rob Brown/丹尼斯·奎德/达林·德维特·汉森/奥玛·本森·米勒/克兰西·布朗,*/1002679/1045035/1027343/1013817
大卫·奥格尼克/多萝塔·科拉克/阿尔卡迪乌什·雅库比克/海伦娜·萨和卡/Mikolaj Roznerski/Kamil Tkacz/Tymoteusz Marciniak/安娜·内赫雷贝茨卡/Katarzyna Zawadzka/Anna Karczmarczyk/Agnieszka Kotlarska/Janusz Chabior/加布里埃拉·穆斯卡拉/莱赫·德布里克/Dariusz Chojnacki,1341295/1214322/1205942/1231272/1226461/1363567/1363568/1136414/1363569/1363570/1188209/1074311/1200861/1085217/1363571
维托里奥·加斯曼/Ruggero Raimondi/杰拉丁·卓别林,1049874/1146171/1025238
斯拉夫科·斯提马科/娜塔莎·塔普什科维奇/乌克·科斯蒂奇/亚力克斯桑德·贝奇科/米尔亚娜·卡拉诺维奇/Vesna Trivalic/尼古拉·科约/达沃尔·贾尼奇/Dana Todorovic/Vanessa Glodjo,1028093/1157675/1041761/1061247/1005291/1160578/1050371/1103981/1192291/1096910
马库斯·赫林/梅雷特·贝克尔/维罗尼卡·费瑞尔/Hannah Levy/David Schlichter/伊冯娜·卡特菲德,1100644/1016808/1018404/*/*/1037187
陸弈靜/阿ken/秀琴/林彥禛,*/*/*/*
陈松伶/郭耀明/小金子,*/*/*
理查德·德莱弗斯/格伦妮·海德利/杰·托马斯/奥林匹亚·杜卡基斯/威廉姆·H·梅西/泰伦斯·霍华德,1041114/1031988/1010718/1019097/1031892/1055928
NotDefined,NotDefined
郑裕玲/周海媚/万梓良/吴镇宇/周星驰,1070060/1037908/1023948/1037098/1048026
NotDefined,NotDefined
迭戈·卢纳/佐伊·索尔达娜/查宁·塔图姆/朗·普尔曼/克里斯蒂娜·艾伯盖特/艾斯·库珀/凯特·德尔·卡斯蒂洛/赫克托·埃里仲杜/丹尼·特雷霍/卡洛斯·阿拉斯拉奇/安娜·德拉·雷古拉/普拉西多·多明戈,1013867/1047985/1031224/1002688/1036327/1017946/1027339/1036427/1044721/1057634/1000082/1007187
布拉德·皮特/西恩·潘/杰西卡·查斯坦/亨特·麦奎肯/拉勒米·艾普勒/泰伊·谢里丹/费奥纳·肖/威尔·华莱士/Jessica Fuselier/Nicolas Gonda/Kelly Koonce/Bryce Boudoin/Jimmy Donaldson/Kameron Vaughn/Cole Cockburn,1054452/1054527/1000225/1315897/1318228/1328390/1009364/1276413/*/*/*/*/*/*/1272149
David Attenborough,*
NotDefined,NotDefined
克里夫·欧文/罗泰尔·布鲁特/保罗·贝坦尼/伊恩·麦克莱恩/米克·贾格尔/尼古拉·科斯特-瓦尔道/裘德·洛/蕾切尔·薇兹,1025147/1000364/1003482/1054410/1022731/1076051/1010510/1018989
玛丽亚·德·梅黛洛/丹尼·罗维拉/卡拉·埃莱哈尔德/亚历山德拉·希门内斯/大卫·贝尔达格尔/娜乌西卡·邦宁/安德斯·维伦科索,1025298/1342567/1028308/1184994/1348831/1066389/1321707
蒂莎·法罗/艾伦·迈克库洛奇/理查德·约翰逊,1084306/1117608/1113223
凯尔·赫德布朗特/莉娜·林德尔森/皮尔·拉格纳/Henrik Dahl/Karin Bergquist/Peter Carlberg,1009522/1027300/1018593/1072938/1065761/1221269
